125970,-52.69183,133.8533,-33.97991,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
125980,-50.89959,134.5749,-33.63318,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
125990,-52.15415,133.3121,-34.15328,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126000,-52.5126,134.0337,-33.45981,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126010,-53.40872,134.2141,-33.63318,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126020,-50.54114,134.5749,-34.32665,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126030,-52.15415,133.3121,-34.15328,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126040,-51.7957,133.3121,-34.15328,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126050,-52.33338,134.5749,-35.02011,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126060,-53.2295,135.1161,-34.15328,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126070,-52.69183,133.1317,-34.67338,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126080,-51.25803,133.4925,-35.02011,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126090,-53.05027,134.2141,-31.89951,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126100,-53.2295,134.3945,-32.41961,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126110,-54.12562,134.2141,-33.97991,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126120,-52.5126,134.7553,-33.80655,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126130,-52.87105,132.5905,-32.41961,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126140,-51.7957,134.0337,-35.19348,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126150,-52.33338,133.8533,-33.28645,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126160,-52.33338,133.8533,-33.28645,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126170,-51.43726,132.9513,-33.45981,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126180,-51.43726,135.8377,-33.80655,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126190,-53.58794,134.7553,-32.76635,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126200,-50.89959,134.9357,-33.97991,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126210,-52.87105,134.3945,-34.15328,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126220,-52.69183,134.5749,-35.36685,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126230,-52.33338,133.8533,-33.63318,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126240,-52.33338,133.8533,-33.97991,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126251,-52.87105,133.6729,-34.84675,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126261,-52.33338,134.5749,-35.02011,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
126271,-52.15415,134.0337,-33.11308,0.0001505,-0.0011385,0.0007563,-0.003578,-0.0027364
